time	    rules	iperf_rules16:23:42	2568	2560
16:23:43	2568	2560
16:23:44	2568	2560
16:23:45	2568	2560
16:23:46	2568	2560
16:23:47	2568	2560
16:23:48	2568	2560
16:23:50	2568	2560
16:23:51	2568	2560
16:23:52	2568	2560
16:23:53	2568	2560
16:23:54	2568	2560
16:23:55	2568	2560
16:23:56	2568	2560
16:23:57	2568	2560
16:23:59	2568	2560
16:24:00	2568	2560
16:24:01	2568	2560
16:24:02	2568	2560
16:24:03	2568	2560
16:24:04	2568	2560
16:24:05	2568	2560
16:24:06	2568	2560
16:24:08	2568	2560
16:24:09	2568	2560
16:24:10	2568	2560
16:24:11	2568	2560
16:24:12	2568	2560
16:24:13	2568	2560
16:24:14	2568	2560
16:24:15	2568	2560
16:24:17	2568	2560
16:24:18	2568	2560
16:24:19	2568	2560
16:24:20	2568	2560
16:24:21	2568	2560
16:24:22	2568	2560
16:24:23	2568	2560
16:24:24	2568	2560
16:24:26	2568	2560
16:24:27	2568	2560
16:24:28	2568	2560
16:24:29	2568	2560
16:24:30	2568	2560
16:24:31	2568	2560
16:24:32	2568	2560
16:24:34	2568	2560
16:24:35	2568	2560
16:24:36	2568	2560
16:24:37	2568	2560
16:24:38	2568	2560
16:24:39	2568	2560
16:24:40	2568	2560
16:24:41	2568	2560
16:24:43	2568	2560
16:24:44	2568	2560
16:24:45	2568	2560
16:24:46	2568	2560
16:24:47	2568	2560
16:24:48	2568	2560
16:24:49	2568	2560
16:24:50	2568	2560
16:24:52	2568	2560
16:24:53	2568	2560
16:24:54	2568	2560
16:24:55	2568	2560
16:24:56	2568	2560
16:24:57	2568	2560
16:24:58	2568	2560
16:24:59	2568	2560
16:25:01	2568	2560
16:25:02	2568	2560
16:25:03	2568	2560
16:25:04	2568	2560
16:25:05	2568	2560
16:25:06	2568	2560
16:25:07	2568	2560
16:25:09	2568	2560
16:25:10	2568	2560
16:25:11	2568	2560
16:25:12	2568	2560
16:25:13	2568	2560
16:25:14	2568	2560
16:25:15	2568	2560
16:25:16	2568	2560
16:25:18	2568	2560
16:25:19	2568	2560
16:25:20	2568	2560
16:25:21	2568	2560
16:25:22	2568	2560
16:25:23	2568	2560
16:25:24	2568	2560
16:25:25	2568	2560
16:25:27	2568	2560
16:25:28	2568	2560
16:25:29	2568	2560
16:25:30	2568	2560
16:25:31	2568	2560
16:25:32	2568	2560
16:25:33	2568	2560
16:25:35	2568	2560
16:25:36	2568	2560
16:25:37	2568	2560
16:25:38	2568	2560
16:25:39	2568	2560
16:25:40	2568	2560
16:25:41	2568	2560
16:25:42	2568	2560
16:25:44	2568	2560
16:25:45	2568	2560
16:25:46	2568	2560
16:25:47	2568	2560
16:25:48	2568	2560
