time	    rules	iperf_rules17:32:04	0	0
17:32:05	0	0
17:32:06	0	0
17:32:07	0	0
17:32:08	0	0
17:32:09	0	0
17:32:10	0	0
17:32:11	0	0
17:32:12	7	0
17:32:13	7	0
17:32:14	7	0
17:32:15	7	0
17:32:16	7	0
17:32:17	7	0
17:32:18	7	0
17:32:19	7	0
17:32:20	7	0
17:32:21	87	80
17:32:22	102	80
17:32:23	112	80
17:32:25	112	80
17:32:26	112	80
17:32:27	112	80
17:32:28	112	80
17:32:29	117	80
17:32:30	117	80
17:32:31	117	80
17:32:32	117	80
17:32:33	117	80
17:32:34	117	80
17:32:35	117	80
17:32:36	117	80
17:32:37	117	80
17:32:38	117	80
17:32:39	117	80
17:32:40	117	80
17:32:41	117	80
17:32:42	117	80
17:32:43	117	80
17:32:44	117	80
17:32:45	117	80
17:32:46	117	80
17:32:47	117	80
17:32:48	117	80
17:32:49	117	80
17:32:51	117	80
17:32:52	117	80
17:32:53	117	80
17:32:54	117	80
17:32:55	117	80
17:32:56	117	80
17:32:57	117	80
17:32:58	117	80
17:32:59	117	80
17:33:00	117	80
17:33:01	117	80
17:33:02	117	80
17:33:03	117	80
17:33:04	117	80
17:33:05	117	80
17:33:06	117	80
17:33:07	117	80
17:33:08	117	80
17:33:09	117	80
17:33:10	117	80
17:33:11	117	80
17:33:12	117	80
17:33:13	117	80
17:33:15	117	80
17:33:16	117	80
17:33:17	117	80
17:33:18	117	80
17:33:19	117	80
17:33:20	117	80
17:33:21	117	80
17:33:22	117	80
17:33:23	117	80
17:33:24	117	80
17:33:25	117	80
17:33:26	117	80
17:33:27	117	80
17:33:28	117	80
17:33:29	117	80
17:33:30	117	80
17:33:31	117	80
17:33:32	117	80
17:33:33	117	80
17:33:34	117	80
